job_id,job_title,company,skills,description,location,experience,combined_text
7177,data engineer,virtusa,"data engineering, airflow, java, any etl tool, pyspark, scala, hdfs, unix file system",education requirements bachelors degree in electrical engineering (ee) is mandatory 3 ...,"noida, ahmedabad",4-8 yrs,"data engineer. Skills: data engineering, airflow, java, any etl tool, pyspark, scala, hdfs, unix file system. Description: education requirements bachelors degree in electrical engineering (ee) is mandatory 3 ..."
7178,business analyst,diverse lynx,"automation, business analyst, manager technology, management, banking products, business case, monitoring, testing","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"business analyst. Skills: automation, business analyst, manager technology, management, banking products, business case, monitoring, testing. Description: planning devise approach to work, identify work activities, estimate time and e..."
7179,business analyst,crest,"excel, business analyst, business analysis, time management, analytical, microsoft applications, project management, management","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"business analyst. Skills: excel, business analyst, business analysis, time management, analytical, microsoft applications, project management, management. Description: planning devise approach to work, identify work activities, estimate time and e..."
7180,business analyst,coders brain,"analytical, e-commerce, business intelligence, data mining, oracle, digital marketing, seo, analytics","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"business analyst. Skills: analytical, e-commerce, business intelligence, data mining, oracle, digital marketing, seo, analytics. Description: planning devise approach to work, identify work activities, estimate time and e..."
7181,business analyst,rentomojo,"supply chain, data analysis, business analyst, analytical, risk management, stakeholder management, operations, analytics","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"business analyst. Skills: supply chain, data analysis, business analyst, analytical, risk management, stakeholder management, operations, analytics. Description: planning devise approach to work, identify work activities, estimate time and e..."
7182,business analyst,prudential,"unix, vmware, technical management, automation, linux, coding, project management, process improvement","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"business analyst. Skills: unix, vmware, technical management, automation, linux, coding, project management, process improvement. Description: planning devise approach to work, identify work activities, estimate time and e..."
7183,business analyst,fort technologies,"system testing, business analyst, business analysis, analytical, process improvement, agile, gap analysis, jira","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"business analyst. Skills: system testing, business analyst, business analysis, analytical, process improvement, agile, gap analysis, jira. Description: planning devise approach to work, identify work activities, estimate time and e..."
7184,business analyst,moneymul,"junior business analyst, data analysis, manager quality assurance, business analyst, business analysis, project management, analytical, project planning","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"business analyst. Skills: junior business analyst, data analysis, manager quality assurance, business analyst, business analysis, project management, analytical, project planning. Description: planning devise approach to work, identify work activities, estimate time and e..."
7185,data analyst,pradeepit consulting services,"business process, data analysis, erp, sap, manager quality assurance, project management, html, troubleshooting","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"data analyst. Skills: business process, data analysis, erp, sap, manager quality assurance, project management, html, troubleshooting. Description: planning devise approach to work, identify work activities, estimate time and e..."
7186,business analyst,infomatics,"business analyst, bfsi, banking, cash management, management, risk management, financial services, cash","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"business analyst. Skills: business analyst, bfsi, banking, cash management, management, risk management, financial services, cash. Description: planning devise approach to work, identify work activities, estimate time and e..."
7187,data engineer,intelex technologies ulc,"condition monitoring, business system, automation, manager technology, healthcare, power bi, product design, data analytics","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"data engineer. Skills: condition monitoring, business system, automation, manager technology, healthcare, power bi, product design, data analytics. Description: planning devise approach to work, identify work activities, estimate time and e..."
7188,data analyst,ms guide world,"automation, data analysis, sap, data modeling, hyperion, sap crm, business intelligence, analytics","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"data analyst. Skills: automation, data analysis, sap, data modeling, hyperion, sap crm, business intelligence, analytics. Description: planning devise approach to work, identify work activities, estimate time and e..."
7189,machine learning engineer,zoom start india,"computer science, coding, neural networks, spark, machine learning, cloud, data structures, forecasting","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"machine learning engineer. Skills: computer science, coding, neural networks, spark, machine learning, cloud, data structures, forecasting. Description: planning devise approach to work, identify work activities, estimate time and e..."
7190,workday business analyst,wms gaming,"data analysis, automation, performance management, compliance, hris, process improvement, strategic planning, data collection","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"workday business analyst. Skills: data analysis, automation, performance management, compliance, hris, process improvement, strategic planning, data collection. Description: planning devise approach to work, identify work activities, estimate time and e..."
7191,business analyst,precision for medicine,"metadata, data management, edc, agile, data structures, healthcare, scrum, jira","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"business analyst. Skills: metadata, data management, edc, agile, data structures, healthcare, scrum, jira. Description: planning devise approach to work, identify work activities, estimate time and e..."
7192,machine learning engineer,ms guide world,"erp, data analysis, talent acquisition, machine learning, algorithm development, analytics, python, salesforce","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"machine learning engineer. Skills: erp, data analysis, talent acquisition, machine learning, algorithm development, analytics, python, salesforce. Description: planning devise approach to work, identify work activities, estimate time and e..."
7193,manager - business analyst,prudential,"business process, health insurance, legal compliance, project management, test cases, user acceptance testing, financial services, analytics","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"manager - business analyst. Skills: business process, health insurance, legal compliance, project management, test cases, user acceptance testing, financial services, analytics. Description: planning devise approach to work, identify work activities, estimate time and e..."
7194,machine learning engineer (ml engineer),pollen,"nosql, data science, gcp, machine learning, programming, fmcg, pattern recognition, data warehousing","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"machine learning engineer (ml engineer). Skills: nosql, data science, gcp, machine learning, programming, fmcg, pattern recognition, data warehousing. Description: planning devise approach to work, identify work activities, estimate time and e..."
7195,data engineer,adroit vantage,"windows os, linux, big data, analytics, client reporting, python, quantitative analysis, cfa","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"data engineer. Skills: windows os, linux, big data, analytics, client reporting, python, quantitative analysis, cfa. Description: planning devise approach to work, identify work activities, estimate time and e..."
7196,business analyst,railscarma,"client development, web application development, business analyst, development testing, effort estimation, uat, presales, cost","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"business analyst. Skills: client development, web application development, business analyst, development testing, effort estimation, uat, presales, cost. Description: planning devise approach to work, identify work activities, estimate time and e..."
7197,data engineer adf,leading client,"sql queries, microsoft azure, data warehousing, azure data factory, extract transform load, snowflake, data management, dimensional modeling","planning devise approach to work, identify work activities, estimate time and e...",bengaluru,1-5 yrs,"data engineer adf. Skills: sql queries, microsoft azure, data warehousing, azure data factory, extract transform load, snowflake, data management, dimensional modeling. Description: planning devise approach to work, identify work activities, estimate time and e..."
7198,business analyst,sharda university,"control and assurance methodologies, project management, fp and a, financial planning and analysis, budget development, project planning, business analysis, control","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"business analyst. Skills: control and assurance methodologies, project management, fp and a, financial planning and analysis, budget development, project planning, business analysis, control. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7199,business analyst,coders brain,"training, analyst, business analyst, manager technology, research, analysis, technology, management","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"business analyst. Skills: training, analyst, business analyst, manager technology, research, analysis, technology, management. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7200,analyst,novartis,"computer science, staffing, project management, analytical, pharma, standard operating procedures, customer service, analytics","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"analyst. Skills: computer science, staffing, project management, analytical, pharma, standard operating procedures, customer service, analytics. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7201,ml engineer,diverse lynx,"computer science, automation, data analysis, prototype, data modeling, debugging, machine learning, javascript","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"ml engineer. Skills: computer science, automation, data analysis, prototype, data modeling, debugging, machine learning, javascript. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7202,business analyst,krg technologies,"business process, test strategy, sepa, finacle, principal business analyst, project planning, test cases, oracle","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"business analyst. Skills: business process, test strategy, sepa, finacle, principal business analyst, project planning, test cases, oracle. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7203,big data engineer,grid dynamics,"unix, maven, version control, data management, coding, ssh, data quality, data mining","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"big data engineer. Skills: unix, maven, version control, data management, coding, ssh, data quality, data mining. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7204,data analyst,gnani innovations,"data analysis, automation, data validation, pdf, business analysis, business solutions, user acceptance testing, analytics","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"data analyst. Skills: data analysis, automation, data validation, pdf, business analysis, business solutions, user acceptance testing, analytics. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7205,data analyst,caterpillar inc,"supply chain, data management, coding, analytical, machine learning, data mining, continuous improvement, sql","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"data analyst. Skills: supply chain, data management, coding, analytical, machine learning, data mining, continuous improvement, sql. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7206,machine learning engineer - llm & generative ai,cognite,"talent acquisition, analytical, artificial intelligence, machine learning, natural language processing, troubleshooting, microsoft, python","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"machine learning engineer - llm & generative ai. Skills: talent acquisition, analytical, artificial intelligence, machine learning, natural language processing, troubleshooting, microsoft, python. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7207,data engineer,ig group,"gcp, leadership training, cloud, agile, data processing, json, analytics, project life cycle","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"data engineer. Skills: gcp, leadership training, cloud, agile, data processing, json, analytics, project life cycle. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7208,business analyst,carmatec it solutions,"client development, web application development, sales, development testing, business analyst, effort estimation, uat, presales","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"business analyst. Skills: client development, web application development, sales, development testing, business analyst, effort estimation, uat, presales. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7209,director analyst,gartner,"networking, data management, hp data protector, enterprise applications, analytical, director, healthcare, application architecture","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"director analyst. Skills: networking, data management, hp data protector, enterprise applications, analytical, director, healthcare, application architecture. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7210,business analyst,diverse lynx,"data analysis, erp, sap, business analyst, agile, database, data analytics, information technology","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"business analyst. Skills: data analysis, erp, sap, business analyst, agile, database, data analytics, information technology. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7211,business analysts,diverse lynx,"business analyst, billing, agile, database, vendor, information technology, asap, technology","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"business analysts. Skills: business analyst, billing, agile, database, vendor, information technology, asap, technology. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7212,business analyst,abk software services pvt. ltd.,"project management, visio, healthcare, workflow, html, product managementbusiness solutions, business process management, client management","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"business analyst. Skills: project management, visio, healthcare, workflow, html, product managementbusiness solutions, business process management, client management. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7213,eda data analyst,nxp semiconductors,"automation, data analysis, linux, agile, application development, scrum, troubleshooting, technical support","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"eda data analyst. Skills: automation, data analysis, linux, agile, application development, scrum, troubleshooting, technical support. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7214,big data engineer,ideslabs,"performance tuning, payroll, data services, spark, consulting, agile methodology, stored procedures, big data","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"big data engineer. Skills: performance tuning, payroll, data services, spark, consulting, agile methodology, stored procedures, big data. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7215,data engineer,fiddich,"computer science, automation, data domain, data modeling, analytical, technical, business intelligence, data mining","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"data engineer. Skills: computer science, automation, data domain, data modeling, analytical, technical, business intelligence, data mining. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7216,big data engineer,grid dynamics,"automation, data modeling, debugging, data governance, data processing, business intelligence, troubleshooting, analytics","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"big data engineer. Skills: automation, data modeling, debugging, data governance, data processing, business intelligence, troubleshooting, analytics. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7217,data engineer,appfire,"continuous integration, software development, sql optimization, data warehousing, api, etl development, sql, application development","responsibilites ? collect data on consumers, competitors and market place and consolida...",greater noida,2-5 yrs,"data engineer. Skills: continuous integration, software development, sql optimization, data warehousing, api, etl development, sql, application development. Description: responsibilites ? collect data on consumers, competitors and market place and consolida..."
7218,business analyst,fyerx,"data management, business analyst, client relationship management, social media, project management, project coordination, budget management, management",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"business analyst. Skills: data management, business analyst, client relationship management, social media, project management, project coordination, budget management, management. Description: proven experience: mba graduate preferred . ."
7219,business analyst,originux,"computer science, manager quality assurance, business analyst, technical writing, process documentation, microsoft applications, test management, manager technology",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"business analyst. Skills: computer science, manager quality assurance, business analyst, technical writing, process documentation, microsoft applications, test management, manager technology. Description: proven experience: mba graduate preferred . ."
7220,business analyst,bonzer business solutions(bbs),"business administration, junior business analyst, interpersonal skills, business analysis, analytical, manager technology, computer application, client interaction",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"business analyst. Skills: business administration, junior business analyst, interpersonal skills, business analysis, analytical, manager technology, computer application, client interaction. Description: proven experience: mba graduate preferred . ."
7221,data analyst,leading client,"data analysis, data management, data mining, troubleshooting, data visualization, python, macros, data analytics",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"data analyst. Skills: data analysis, data management, data mining, troubleshooting, data visualization, python, macros, data analytics. Description: proven experience: mba graduate preferred . ."
7222,data engineers,mirafra,"data engineers, data, data engineering",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"data engineers. Skills: data engineers, data, data engineering. Description: proven experience: mba graduate preferred . ."
7223,data analyst,whatfix,"data analysis, simulation, cost reduction, cloud, database, data quality, medical insurance, data mining",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"data analyst. Skills: data analysis, simulation, cost reduction, cloud, database, data quality, medical insurance, data mining. Description: proven experience: mba graduate preferred . ."
7224,ta l&h business analyst,swiss re,"manager quality assurance, claims, us gaap, data management, financial reporting, coding, underwriting, risk management",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"ta l&h business analyst. Skills: manager quality assurance, claims, us gaap, data management, financial reporting, coding, underwriting, risk management. Description: proven experience: mba graduate preferred . ."
7225,data engineer,leading client,"python, data engineering, sql, spark, troubleshooting, hive, data analysis, data analytics",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"data engineer. Skills: python, data engineering, sql, spark, troubleshooting, hive, data analysis, data analytics. Description: proven experience: mba graduate preferred . ."
7226,data analysts,mirafra,"data analysts, data analysis, analysts, data",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"data analysts. Skills: data analysts, data analysis, analysts, data. Description: proven experience: mba graduate preferred . ."
7227,machine learning engineer,euprime consulting,"computer vision, sales, social media, technical lead, research, windows, principal, media",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"machine learning engineer. Skills: computer vision, sales, social media, technical lead, research, windows, principal, media. Description: proven experience: mba graduate preferred . ."
7228,machine learning ops engineer ii,american express global business travel,"software design, data modeling, coding, machine learning, schema, software development life cycle, analytics, sql",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"machine learning ops engineer ii. Skills: software design, data modeling, coding, machine learning, schema, software development life cycle, analytics, sql. Description: proven experience: mba graduate preferred . ."
7229,data engineer,turing,"excel, project management, analytical, ssis, business intelligence, data warehousing, sql development, analytics",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"data engineer. Skills: excel, project management, analytical, ssis, business intelligence, data warehousing, sql development, analytics. Description: proven experience: mba graduate preferred . ."
7230,data analyst,scaleup mission,"operations management, operations analyst, data analyst, hr, business strategy, management, operations, data",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"data analyst. Skills: operations management, operations analyst, data analyst, hr, business strategy, management, operations, data. Description: proven experience: mba graduate preferred . ."
7231,food scientist,umami bioworks,"cell culture, process optimization, food technology, analytical, formulation, agile, application development, food safety",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"food scientist. Skills: cell culture, process optimization, food technology, analytical, formulation, agile, application development, food safety. Description: proven experience: mba graduate preferred . ."
7232,programmer / data analyst,indo fuji information technologies,"training, business analyst, quality check, programming, data analyst, research, troubleshooting, testing",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"programmer / data analyst. Skills: training, business analyst, quality check, programming, data analyst, research, troubleshooting, testing. Description: proven experience: mba graduate preferred . ."
7233,zoho business analyst,mirror advisors,"change management, sap, business analyst, business analysis, project management, focus, transition, scheduling",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"zoho business analyst. Skills: change management, sap, business analyst, business analysis, project management, focus, transition, scheduling. Description: proven experience: mba graduate preferred . ."
7234,data engineer,aryaka networks,"wan, talent acquisition, analytical, mysql, network security, manager technology, data processing, data structures",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"data engineer. Skills: wan, talent acquisition, analytical, mysql, network security, manager technology, data processing, data structures. Description: proven experience: mba graduate preferred . ."
7235,business analyst,abk software services pvt. ltd.,"product management, , soa, project management, healthcare, workflow, html, business process management",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"business analyst. Skills: product management, , soa, project management, healthcare, workflow, html, business process management. Description: proven experience: mba graduate preferred . ."
7236,business analyst,abk software services pvt. ltd.,"product management, business analysis, project management, visio, tools, workflow, healthcare, system design",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"business analyst. Skills: product management, business analysis, project management, visio, tools, workflow, healthcare, system design. Description: proven experience: mba graduate preferred . ."
7237,data science engineer,ust,"computer science, computer vision, deep learning, c++, data science, diversity and inclusion, machine learning, mathematics",proven experience: mba graduate preferred . .,bengaluru,1-3 yrs,"data science engineer. Skills: computer science, computer vision, deep learning, c++, data science, diversity and inclusion, machine learning, mathematics. Description: proven experience: mba graduate preferred . ."
7238,data analyst,fleet labs technologies,"metabase, excel, sql, data, data analysis",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"data analyst. Skills: metabase, excel, sql, data, data analysis. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7239,data analyst,equitas small finance bank,"data analysis, macros, python, data management, data analytics, oracle, sas, bi",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"data analyst. Skills: data analysis, macros, python, data management, data analytics, oracle, sas, bi. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7240,data analyst,jll,"data analysis, change management, manager quality assurance, financial reporting, process improvement, financial planning, account management, budgeting",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"data analyst. Skills: data analysis, change management, manager quality assurance, financial reporting, process improvement, financial planning, account management, budgeting. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7241,business analyst,texala india,"computer science, automation, data analysis, manager quality assurance, business analysis, project management, agile, scrum",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"business analyst. Skills: computer science, automation, data analysis, manager quality assurance, business analysis, project management, agile, scrum. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7242,business analyst,destiny hr group,"data migration, business analyst, written communication, hr, campaigns, business analysis, recruitment, hrsd",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"business analyst. Skills: data migration, business analyst, written communication, hr, campaigns, business analysis, recruitment, hrsd. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7243,data analyst,eipl projects,"stakeholder engagement, data analysis, project management, process improvement, analytical, customer support, manager quality control, data mining",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"data analyst. Skills: stakeholder engagement, data analysis, project management, process improvement, analytical, customer support, manager quality control, data mining. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7244,data analyst,jll,"data analysis, analytical, data collection, data quality, investment management, data visualization, facility management, commercial real estate",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"data analyst. Skills: data analysis, analytical, data collection, data quality, investment management, data visualization, facility management, commercial real estate. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7245,data analyst,visit health,"metadata, nutrition, coding, analytical, pharmacy, mysql, healthcare, wellness",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"data analyst. Skills: metadata, nutrition, coding, analytical, pharmacy, mysql, healthcare, wellness. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7246,data engineer,demyst,"automation, change management, git, data science, manager technology, http, json, sql",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"data engineer. Skills: automation, change management, git, data science, manager technology, http, json, sql. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7247,data analyst,myglamm,"data analysis, excel, analytical, data collection, market research, data visualization, private equity, sql",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"data analyst. Skills: data analysis, excel, analytical, data collection, market research, data visualization, private equity, sql. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7248,data engineer,xpheno,"advanced analytics, data management, programming, manager technology, data processing, data quality, business intelligence, analytics",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"data engineer. Skills: advanced analytics, data management, programming, manager technology, data processing, data quality, business intelligence, analytics. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7249,business analyst,nexevo,"linux, rdbms, mysql, wordpress, javascript, cms, agile, php",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"business analyst. Skills: linux, rdbms, mysql, wordpress, javascript, cms, agile, php. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7250,business analyst with pod lead,purview services,"stakeholder, pod, use cases, kpi, ai integration, requirements gathering, user stories, requirement gathering",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"business analyst with pod lead. Skills: stakeholder, pod, use cases, kpi, ai integration, requirements gathering, user stories, requirement gathering. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7251,data analyst - bizops,sprinto hq,"customer acquisition, data analysis, google analytics, data collection, customer engagement, product marketing, crm, sql",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"data analyst - bizops. Skills: customer acquisition, data analysis, google analytics, data collection, customer engagement, product marketing, crm, sql. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7252,data engineer,sparkcognition,"computer science, data management, renewable energy, performance management, gcp, machine learning, genetics, workflow",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"data engineer. Skills: computer science, data management, renewable energy, performance management, gcp, machine learning, genetics, workflow. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7253,data engineer and ai specialist,sithafal technologies,"global marketing, nginx, artificial intelligence, machine learning, development lead, data quality, natural language processing, data mining",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"data engineer and ai specialist. Skills: global marketing, nginx, artificial intelligence, machine learning, development lead, data quality, natural language processing, data mining. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7254,data analyst,nbfc credit wise capital,"loans, data analysis, digital analytics, nbfc, underwriting, consumer finance, analytical, manager technology",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"data analyst. Skills: loans, data analysis, digital analytics, nbfc, underwriting, consumer finance, analytical, manager technology. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7255,data governance engineer,aviatrix,"data analysis, automation, metadata, networking, mysql, agile, data quality, sql",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"data governance engineer. Skills: data analysis, automation, metadata, networking, mysql, agile, data quality, sql. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7256,programmer/analyst,netapp,"order management, system testing, erp, data migration, coding, plsql, unit testing, oracle",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"programmer/analyst. Skills: order management, system testing, erp, data migration, coding, plsql, unit testing, oracle. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7257,data analyst (tableau+alteryx),biz tecno,"hive, python, charts, data analysis, scikit-learn, data manipulation, mathematics, power bi",job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti...,bengaluru,2-4 yrs,"data analyst (tableau+alteryx). Skills: hive, python, charts, data analysis, scikit-learn, data manipulation, mathematics, power bi. Description: job title: data analystexperience: 2-3 yearslocation: karnatakaemployment type: full-ti..."
7258,business analyst,psrtek,"analytical skills, data analysis, business analyst, business analysis, project management, agile, business process mapping, power bi",the skills that are key to this role . functional / behavioral . extensive experience a...,bengaluru,1-3 yrs,"business analyst. Skills: analytical skills, data analysis, business analyst, business analysis, project management, agile, business process mapping, power bi. Description: the skills that are key to this role . functional / behavioral . extensive experience a..."
7259,analyst,transique corporate advisors,"senior analyst, analysis, senior",the skills that are key to this role . functional / behavioral . extensive experience a...,bengaluru,1-3 yrs,"analyst. Skills: senior analyst, analysis, senior. Description: the skills that are key to this role . functional / behavioral . extensive experience a..."
7260,data engineer,drivetrain,"san, financial planning, venture capital, growth strategy, research, big data, data warehousing, sql",the skills that are key to this role . functional / behavioral . extensive experience a...,bengaluru,1-3 yrs,"data engineer. Skills: san, financial planning, venture capital, growth strategy, research, big data, data warehousing, sql. Description: the skills that are key to this role . functional / behavioral . extensive experience a..."
7261,data analyst,ganesh housing corporation limited,"real estate, data analyst, data analytics, co-working, data research, power bi, rera, co-living",the skills that are key to this role . functional / behavioral . extensive experience a...,bengaluru,1-3 yrs,"data analyst. Skills: real estate, data analyst, data analytics, co-working, data research, power bi, rera, co-living. Description: the skills that are key to this role . functional / behavioral . extensive experience a..."
